 0 2.910e+00 2.910e+00 2.910e+00 2.910e+00 2.910e+00 2.910e+00 2.910e+00 2.910e+00 2.910e+00
 1 7.692e+00 5.870e+00 1.575e+01 3.723e+00 1.705e-01 7.365e+00 1.243e+02 2.126e+01 2.811e+02
 2 5.606e+00 1.515e+00 1.735e+01 1.431e+00 4.571e-02 3.942e+00 8.612e+01 2.588e+00 2.811e+02
 3 8.254e+00 2.174e-01 4.077e+01 6.185e-01 4.435e-03 5.052e+00 7.499e+01 2.852e+00 2.811e+02
 4 4.863e+00 4.970e-03 4.745e+01 1.407e-01 1.438e-03 2.550e+00 1.064e+02 3.297e+00 2.777e+02
 5 1.779e+00 1.032e-03 2.471e+01 1.674e-02 8.433e-05 4.052e-01 1.184e+02 1.057e+01 2.777e+02
 6 3.544e-01 1.134e-04 4.293e+01 3.947e-03 9.735e-05 1.449e-01 1.173e+02 9.822e+00 2.693e+02
 7 4.543e-02 1.009e-04 2.067e+01 1.450e-03 5.700e-05 1.078e-01 1.229e+02 1.918e+01 2.693e+02
 8 5.570e-03 9.964e-05 1.241e+01 2.027e-04 5.069e-05 1.407e-03 1.169e+02 1.651e+01 2.693e+02
 9 2.670e-03 7.300e-05 1.721e+01 1.496e-04 3.959e-05 1.176e-03 1.078e+02 1.868e+01 2.689e+02
10 6.753e-04 6.783e-05 1.607e+00 1.069e-04 3.106e-05 8.895e-04 9.517e+01 1.149e+01 2.689e+02
11 2.919e-04 3.884e-05 6.640e+00 8.200e-05 3.107e-05 9.185e-04 9.220e+01 7.511e+00 2.689e+02
12 2.040e-04 3.976e-05 2.500e+00 6.290e-05 2.990e-05 9.256e-04 8.392e+01 6.686e+00 2.689e+02
13 1.651e-04 3.072e-05 7.736e-02 5.818e-05 2.751e-05 2.414e-04 7.380e+01 2.333e+00 2.689e+02
14 1.090e-04 2.996e-05 1.567e-02 5.492e-05 2.829e-05 2.488e-04 4.966e+01 1.799e+00 2.689e+02
15 1.067e-04 2.997e-05 3.598e-01 5.224e-05 2.465e-05 2.023e-04 4.352e+01 1.239e+00 2.689e+02
16 8.453e-05 3.113e-05 2.109e-04 5.029e-05 2.387e-05 2.547e-04 3.571e+01 1.195e+00 2.689e+02
17 7.647e-05 3.130e-05 2.029e-04 4.903e-05 2.551e-05 2.345e-04 2.764e+01 1.108e+00 2.689e+02
18 6.812e-05 2.966e-05 1.780e-04 4.935e-05 2.559e-05 2.428e-04 2.185e+01 1.058e+00 2.689e+02
19 6.526e-05 2.919e-05 2.048e-04 4.873e-05 2.568e-05 2.428e-04 1.747e+01 6.098e-01 2.689e+02
20 6.332e-05 2.719e-05 1.977e-04 4.810e-05 2.542e-05 2.354e-04 1.348e+01 9.316e-01 2.689e+02
21 5.469e-05 2.465e-05 1.544e-04 4.715e-05 2.520e-05 2.574e-04 1.092e+01 5.908e-01 2.689e+02
22 5.281e-05 2.614e-05 4.003e-04 4.655e-05 2.528e-05 2.487e-04 7.262e+00 3.791e-01 1.943e+02
23 5.135e-05 2.503e-05 2.209e-03 4.576e-05 2.353e-05 2.531e-04 6.178e+00 2.622e-01 1.780e+02
24 7.244e-05 2.566e-05 2.088e+00 4.539e-05 2.324e-05 2.422e-04 4.671e+00 1.185e-01 1.566e+02
25 6.585e-05 2.409e-05 2.069e+00 4.512e-05 2.359e-05 2.425e-04 3.788e+00 5.563e-02 1.398e+02
26 4.478e-05 2.485e-05 9.903e-05 4.485e-05 2.343e-05 2.592e-04 2.396e+00 4.079e-02 1.352e+02
27 5.137e-05 2.534e-05 7.619e-02 4.465e-05 2.400e-05 2.762e-04 1.792e+00 1.370e-02 1.208e+02
28 5.957e-05 2.581e-05 3.516e-01 4.483e-05 2.394e-05 2.722e-04 1.256e+00 1.161e-02 1.157e+02
29 5.337e-05 2.613e-05 2.141e+00 4.450e-05 2.382e-05 2.699e-04 8.431e-01 1.204e-02 1.157e+02
30 9.721e-05 2.465e-05 2.112e+00 4.417e-05 2.384e-05 2.662e-04 6.744e-01 1.077e-02 1.283e+02
