20 2.278e-01 3.855e-02 1.632e+00 2.278e-01 3.855e-02 1.632e+00
21 4.721e-02 1.607e-02 2.027e-01 4.608e-02 1.425e-02 2.013e-01
22 1.574e-02 2.718e-03 6.738e-02 1.380e-02 2.546e-03 6.594e-02
23 6.012e-03 9.627e-04 3.162e-02 4.458e-03 1.116e-03 2.102e-02
24 3.952e-03 6.694e-04 2.506e-02 1.976e-03 4.684e-04 1.219e-02
25 2.734e-03 4.153e-04 2.486e-02 1.131e-03 2.320e-04 4.606e-03
26 1.735e-03 3.513e-04 2.287e-02 6.472e-04 1.778e-04 3.739e-03
27 1.140e-03 2.087e-04 2.082e-02 3.857e-04 1.485e-04 1.590e-03
28 9.022e-04 1.130e-04 5.161e-03 2.420e-04 6.304e-05 4.801e-04
29 6.948e-04 9.020e-05 5.175e-03 2.001e-04 4.183e-05 4.522e-04
30 5.879e-04 4.074e-05 5.066e-03 1.590e-04 2.369e-05 3.543e-04
