10 5.286e-01 7.832e-02 2.358e+00 5.286e-01 7.832e-02 2.358e+00
11 1.160e-01 9.777e-03 6.375e-01 1.054e-01 8.196e-03 6.390e-01
12 3.223e-02 4.203e-03 2.156e-01 2.819e-02 3.202e-03 2.063e-01
13 1.139e-02 4.094e-03 4.399e-02 7.702e-03 3.214e-03 2.010e-02
14 7.243e-03 2.093e-03 2.465e-02 4.059e-03 1.553e-03 1.695e-02
15 4.256e-03 1.219e-03 1.418e-02 1.954e-03 4.246e-04 6.031e-03
16 2.889e-03 4.637e-04 1.344e-02 9.287e-04 3.539e-04 2.424e-03
17 2.152e-03 3.228e-04 9.461e-03 4.411e-04 1.647e-04 1.180e-03
18 1.649e-03 2.508e-04 8.442e-03 3.288e-04 1.044e-04 1.057e-03
19 1.337e-03 2.430e-04 8.360e-03 2.496e-04 9.900e-05 8.059e-04
20 1.171e-03 2.371e-04 8.206e-03 1.988e-04 7.772e-05 7.914e-04
21 9.682e-04 2.291e-04 5.278e-03 1.479e-04 4.529e-05 2.857e-04
22 9.042e-04 1.323e-04 5.274e-03 9.713e-05 3.485e-05 2.561e-04
23 7.726e-04 1.292e-04 5.233e-03 8.543e-05 3.324e-05 2.552e-04
24 7.286e-04 1.226e-04 5.044e-03 7.822e-05 3.273e-05 2.465e-04
25 6.802e-04 1.196e-04 4.802e-03 7.332e-05 3.287e-05 2.424e-04
26 6.409e-04 1.117e-04 4.696e-03 6.827e-05 3.194e-05 2.367e-04
27 6.109e-04 1.120e-04 4.288e-03 6.218e-05 2.973e-05 1.735e-04
28 5.506e-04 1.090e-04 4.248e-03 5.751e-05 2.771e-05 1.707e-04
29 4.941e-04 6.019e-05 3.852e-03 5.331e-05 2.699e-05 1.679e-04
30 4.829e-04 5.962e-05 3.756e-03 5.039e-05 2.672e-05 1.656e-04
