15 3.159e-01 2.471e-02 5.814e+00 3.159e-01 2.471e-02 5.814e+00
16 6.108e-02 1.130e-02 2.540e+00 6.011e-02 1.119e-02 2.474e+00
17 2.344e-02 2.705e-03 5.236e-01 2.057e-02 2.435e-03 5.320e-01
18 7.691e-03 1.130e-03 2.001e-01 6.006e-03 5.443e-04 2.603e-01
19 4.974e-03 1.114e-03 3.564e-02 2.975e-03 3.502e-04 4.918e-02
20 3.245e-03 4.896e-04 3.013e-02 1.347e-03 1.368e-04 2.698e-02
21 2.251e-03 4.388e-04 2.409e-02 9.198e-04 2.333e-04 1.994e-02
22 1.760e-03 3.407e-04 2.254e-02 6.042e-04 1.312e-04 5.473e-03
23 1.288e-03 2.506e-04 9.936e-03 4.689e-04 1.244e-04 3.286e-03
24 1.133e-03 1.803e-04 9.019e-03 3.605e-04 1.236e-04 2.435e-03
25 9.752e-04 1.830e-04 8.755e-03 2.458e-04 9.772e-05 8.702e-04
26 8.042e-04 1.277e-04 8.675e-03 1.732e-04 6.236e-05 8.087e-04
27 7.483e-04 1.246e-04 8.632e-03 1.360e-04 2.635e-05 6.870e-04
28 6.992e-04 1.246e-04 8.423e-03 1.150e-04 2.406e-05 6.018e-04
29 5.855e-04 1.228e-04 8.116e-03 9.622e-05 2.295e-05 5.429e-04
30 5.144e-04 1.171e-04 7.456e-03 8.584e-05 1.805e-05 5.176e-04
