 5 1.524e+00 6.207e-01 9.116e+00 1.524e+00 6.207e-01 9.116e+00
 6 2.605e-01 2.436e-02 1.670e+00 2.433e-01 2.840e-02 1.628e+00
 7 8.856e-02 2.657e-02 1.050e+00 7.239e-02 1.847e-02 6.840e-01
 8 1.749e-02 3.810e-03 1.412e-01 1.296e-02 3.651e-03 1.683e-01
 9 7.572e-03 1.771e-03 2.810e-02 5.854e-03 1.785e-03 3.652e-02
10 4.370e-03 1.265e-03 2.056e-02 2.612e-03 9.769e-04 1.133e-02
11 2.653e-03 8.689e-04 9.829e-03 1.330e-03 4.296e-04 7.672e-03
12 1.738e-03 5.359e-04 6.436e-03 7.416e-04 2.188e-04 1.834e-03
13 1.244e-03 2.830e-04 6.319e-03 4.514e-04 1.839e-04 1.212e-03
14 9.498e-04 2.221e-04 5.108e-03 2.976e-04 7.466e-05 7.720e-04
15 7.627e-04 1.013e-04 4.495e-03 1.910e-04 6.782e-05 5.160e-04
16 6.361e-04 9.533e-05 4.467e-03 1.450e-04 5.372e-05 4.694e-04
17 5.398e-04 9.424e-05 2.562e-03 1.037e-04 3.463e-05 3.363e-04
18 5.081e-04 8.989e-05 2.409e-03 8.613e-05 3.122e-05 2.807e-04
19 4.284e-04 7.348e-05 2.291e-03 6.659e-05 2.955e-05 1.724e-04
20 4.024e-04 7.060e-05 2.221e-03 6.095e-05 3.006e-05 1.698e-04
21 3.528e-04 6.998e-05 1.919e-03 5.379e-05 2.819e-05 1.318e-04
22 3.161e-04 6.838e-05 1.519e-03 5.131e-05 2.239e-05 1.316e-04
23 3.044e-04 6.850e-05 1.503e-03 4.368e-05 1.936e-05 1.181e-04
24 2.835e-04 6.844e-05 1.450e-03 3.870e-05 1.935e-05 1.009e-04
25 2.733e-04 6.758e-05 1.428e-03 3.691e-05 1.887e-05 1.010e-04
26 2.549e-04 5.991e-05 1.386e-03 3.541e-05 1.875e-05 9.971e-05
27 2.374e-04 6.128e-05 1.384e-03 3.312e-05 1.719e-05 9.877e-05
28 2.030e-04 5.798e-05 9.063e-04 3.155e-05 1.580e-05 9.596e-05
29 1.804e-04 4.362e-05 8.116e-04 3.014e-05 1.590e-05 9.543e-05
30 1.682e-04 4.375e-05 7.486e-04 2.982e-05 1.569e-05 9.479e-05
