 0 2.355e+00 2.355e+00 2.355e+00 2.355e+00 2.355e+00 2.355e+00 2.355e+00 2.355e+00 2.355e+00
 1 5.681e+00 2.355e+00 1.990e+01 3.846e+00 2.443e+00 8.720e+00 1.727e+01 2.355e+00 2.171e+02
 2 9.525e+00 2.361e+00 2.221e+01 6.186e+00 2.948e+00 1.698e+01 2.023e+01 2.355e+00 2.171e+02
 3 1.470e+01 2.907e+00 2.969e+01 7.001e+00 3.359e+00 1.662e+01 2.391e+01 2.355e+00 2.171e+02
 4 1.513e+01 2.398e+00 3.071e+01 6.420e+00 2.830e+00 1.909e+01 2.481e+01 2.355e+00 2.171e+02
 5 1.580e+01 3.826e+00 3.189e+01 4.993e+00 1.913e+00 1.544e+01 2.379e+01 2.355e+00 2.171e+02
 6 1.336e+01 1.182e+00 2.485e+01 2.784e+00 4.863e-01 1.073e+01 2.388e+01 2.355e+00 2.171e+02
 7 1.058e+01 9.806e-01 3.159e+01 1.194e+00 2.434e-01 6.353e+00 2.408e+01 2.384e+00 2.171e+02
 8 8.396e+00 4.409e-01 2.378e+01 6.091e-01 1.214e-01 4.819e+00 2.546e+01 3.474e+00 2.171e+02
 9 6.364e+00 3.579e-01 3.578e+01 3.079e-01 1.102e-01 1.417e+00 2.300e+01 2.743e+00 2.171e+02
10 3.813e+00 3.417e-01 2.951e+01 1.871e-01 8.016e-02 4.935e-01 2.209e+01 3.003e+00 2.171e+02
11 2.087e+00 1.648e-01 2.188e+01 1.422e-01 6.116e-02 3.713e-01 1.745e+01 1.379e+00 2.171e+02
12 1.057e+00 8.289e-02 2.235e+01 1.034e-01 5.227e-02 2.094e-01 1.625e+01 1.407e+00 2.171e+02
13 5.907e-01 7.175e-02 2.254e+01 8.002e-02 4.080e-02 1.666e-01 1.368e+01 7.007e-01 2.174e+02
14 3.074e-01 4.866e-02 2.090e+01 6.255e-02 2.674e-02 1.288e-01 1.342e+01 5.487e-01 2.174e+02
15 1.891e-01 2.467e-02 2.085e+01 4.232e-02 1.856e-02 1.084e-01 1.204e+01 4.701e-01 8.207e+01
16 1.386e-01 1.846e-02 2.090e+01 3.277e-02 1.668e-02 8.356e-02 1.107e+01 3.628e-01 8.207e+01
17 7.687e-02 1.674e-02 1.696e+00 2.441e-02 9.039e-03 4.768e-02 1.059e+01 3.535e-01 8.207e+01
18 5.595e-02 9.929e-03 1.826e+00 1.911e-02 9.058e-03 4.918e-02 1.005e+01 3.983e-01 8.207e+01
19 4.109e-02 7.775e-03 5.288e-01 1.469e-02 8.261e-03 3.523e-02 9.226e+00 4.034e-01 8.207e+01
20 2.998e-02 5.721e-03 4.420e-01 1.189e-02 7.330e-03 2.638e-02 9.264e+00 4.428e-01 8.207e+01
21 2.433e-02 4.060e-03 3.124e-01 9.841e-03 3.591e-03 2.100e-02 8.114e+00 4.372e-01 8.207e+01
22 1.907e-02 3.804e-03 6.155e-02 7.564e-03 3.250e-03 1.936e-02 7.081e+00 2.443e-01 8.208e+01
23 1.373e-02 4.096e-03 5.636e-02 6.453e-03 2.812e-03 1.652e-02 6.934e+00 2.418e-01 8.208e+01
24 1.038e-02 3.532e-03 4.589e-02 5.263e-03 2.363e-03 1.196e-02 6.548e+00 1.577e-01 8.208e+01
25 7.844e-03 2.993e-03 3.949e-02 4.457e-03 2.248e-03 1.051e-02 6.217e+00 1.699e-01 8.229e+01
26 6.444e-03 1.495e-03 5.235e-01 3.799e-03 2.030e-03 8.141e-03 6.042e+00 1.030e-01 8.229e+01
27 4.529e-03 1.330e-03 1.459e-02 3.173e-03 1.819e-03 7.521e-03 5.614e+00 8.020e-02 8.229e+01
28 3.716e-03 1.160e-03 9.129e-03 2.759e-03 1.608e-03 5.781e-03 5.280e+00 5.893e-02 8.229e+01
29 3.122e-03 1.047e-03 8.075e-03 2.449e-03 1.519e-03 4.838e-03 5.154e+00 5.634e-02 8.229e+01
30 2.693e-03 1.056e-03 7.607e-03 2.117e-03 1.316e-03 4.452e-03 4.777e+00 5.272e-02 8.229e+01
31 2.270e-03 9.063e-04 5.042e-03 1.913e-03 1.169e-03 4.330e-03 4.559e+00 4.052e-02 8.229e+01
32 1.970e-03 7.319e-04 4.664e-03 1.688e-03 8.593e-04 4.394e-03 4.236e+00 3.344e-02 8.229e+01
33 1.692e-03 5.369e-04 4.235e-03 1.459e-03 7.955e-04 3.061e-03 3.902e+00 2.772e-02 8.229e+01
34 1.487e-03 4.595e-04 4.035e-03 1.295e-03 7.518e-04 2.477e-03 3.810e+00 3.175e-02 8.229e+01
35 1.285e-03 4.159e-04 3.675e-03 1.105e-03 5.518e-04 2.393e-03 3.477e+00 3.041e-02 8.228e+01
36 1.112e-03 3.624e-04 2.800e-03 9.744e-04 4.576e-04 2.257e-03 3.200e+00 2.985e-02 8.249e+01
37 9.674e-04 2.405e-04 2.458e-03 8.127e-04 3.833e-04 2.215e-03 3.024e+00 2.698e-02 8.250e+01
38 8.351e-04 2.387e-04 2.318e-03 6.997e-04 3.619e-04 1.243e-03 2.945e+00 2.756e-02 8.251e+01
39 7.475e-04 2.339e-04 1.716e-03 6.159e-04 2.734e-04 1.089e-03 2.761e+00 1.814e-02 8.251e+01
40 6.677e-04 1.874e-04 1.565e-03 5.391e-04 2.675e-04 8.890e-04 2.622e+00 1.143e-02 8.251e+01
41 6.080e-04 1.780e-04 1.498e-03 4.635e-04 2.324e-04 8.868e-04 2.554e+00 1.115e-02 8.251e+01
42 5.611e-04 1.501e-04 1.323e-03 4.156e-04 2.223e-04 9.613e-04 2.531e+00 1.007e-02 8.251e+01
43 5.176e-04 1.487e-04 1.273e-03 3.732e-04 2.147e-04 9.125e-04 2.430e+00 1.009e-02 8.251e+01
44 4.686e-04 1.526e-04 1.107e-03 3.444e-04 1.585e-04 8.825e-04 2.070e+00 7.858e-03 8.250e+01
45 4.235e-04 1.453e-04 1.071e-03 3.183e-04 1.588e-04 8.937e-04 1.988e+00 5.245e-03 8.250e+01
46 3.905e-04 1.187e-04 1.023e-03 3.017e-04 1.575e-04 8.875e-04 1.899e+00 5.281e-03 8.250e+01
47 3.643e-04 1.187e-04 8.760e-04 2.848e-04 1.477e-04 8.709e-04 1.800e+00 4.559e-03 8.251e+01
48 3.368e-04 1.205e-04 8.062e-04 2.661e-04 1.454e-04 7.722e-04 1.707e+00 3.843e-03 8.250e+01
49 3.110e-04 1.048e-04 7.534e-04 2.492e-04 1.359e-04 6.789e-04 1.636e+00 3.520e-03 8.250e+01
50 2.764e-04 1.046e-04 6.292e-04 2.343e-04 1.286e-04 6.864e-04 1.541e+00 3.328e-03 8.250e+01
51 2.539e-04 1.029e-04 6.265e-04 2.237e-04 1.211e-04 6.345e-04 1.433e+00 2.952e-03 8.250e+01
52 2.282e-04 9.837e-05 6.326e-04 2.141e-04 1.079e-04 6.132e-04 1.335e+00 2.689e-03 8.250e+01
53 2.156e-04 9.563e-05 5.612e-04 1.983e-04 9.768e-05 6.089e-04 1.270e+00 2.681e-03 8.250e+01
54 2.042e-04 9.627e-05 5.378e-04 1.885e-04 9.727e-05 4.742e-04 1.226e+00 2.650e-03 8.250e+01
55 1.953e-04 9.249e-05 5.108e-04 1.774e-04 9.490e-05 3.189e-04 1.116e+00 2.531e-03 8.250e+01
56 1.834e-04 7.759e-05 5.096e-04 1.700e-04 9.114e-05 3.181e-04 1.127e+00 2.534e-03 8.250e+01
57 1.756e-04 8.021e-05 4.973e-04 1.640e-04 9.148e-05 2.947e-04 1.101e+00 2.357e-03 8.250e+01
58 1.649e-04 5.170e-05 4.490e-04 1.569e-04 9.004e-05 2.914e-04 1.017e+00 2.347e-03 8.251e+01
59 1.569e-04 4.997e-05 4.409e-04 1.509e-04 8.258e-05 2.901e-04 9.551e-01 2.336e-03 8.251e+01
60 1.470e-04 5.004e-05 4.287e-04 1.473e-04 8.370e-05 2.720e-04 8.868e-01 2.363e-03 8.251e+01
