 30 1.551e+00 2.321e-01 1.461e+01 1.551e+00 2.321e-01 1.461e+01
 31 9.319e-01 1.339e-01 9.822e+00 9.208e-01 1.863e-01 1.375e+01
 32 6.343e-01 9.838e-02 1.131e+01 6.748e-01 1.118e-01 1.076e+01
 33 4.219e-01 6.328e-02 9.431e+00 4.322e-01 9.064e-02 8.535e+00
 34 2.860e-01 3.658e-02 8.896e+00 2.680e-01 7.179e-02 8.621e+00
 35 2.148e-01 3.325e-02 3.871e+00 1.688e-01 4.017e-02 8.510e+00
 36 1.501e-01 2.380e-02 1.348e+00 1.203e-01 2.543e-02 7.935e+00
 37 9.741e-02 1.946e-02 7.653e-01 7.988e-02 1.992e-02 2.809e+00
 38 7.785e-02 1.055e-02 5.455e-01 5.515e-02 1.573e-02 5.246e-01
 39 6.005e-02 7.445e-03 2.729e-01 3.974e-02 1.146e-02 1.370e-01
 40 4.956e-02 6.529e-03 2.220e-01 3.246e-02 4.996e-03 1.358e-01
 41 3.813e-02 4.654e-03 1.706e-01 2.516e-02 4.428e-03 1.032e-01
 42 3.113e-02 3.722e-03 1.782e-01 2.049e-02 3.780e-03 1.005e-01
 43 2.606e-02 3.264e-03 2.048e-01 1.612e-02 3.917e-03 9.465e-02
 44 2.257e-02 2.373e-03 9.627e-02 1.399e-02 3.553e-03 6.734e-02
 45 1.931e-02 2.144e-03 5.510e-02 1.099e-02 3.077e-03 4.176e-02
 46 1.722e-02 2.603e-03 6.766e-02 8.246e-03 2.967e-03 3.489e-02
 47 1.473e-02 2.500e-03 6.426e-02 6.906e-03 2.006e-03 3.291e-02
 48 1.172e-02 1.974e-03 5.923e-02 5.672e-03 1.519e-03 3.121e-02
 49 1.034e-02 1.752e-03 4.593e-02 4.818e-03 1.640e-03 2.515e-02
 50 9.377e-03 1.805e-03 4.286e-02 4.048e-03 1.445e-03 2.339e-02
 51 7.935e-03 1.632e-03 4.481e-02 3.476e-03 1.008e-03 1.325e-02
 52 7.126e-03 1.574e-03 5.377e-02 3.132e-03 1.020e-03 1.421e-02
 53 6.259e-03 1.515e-03 3.764e-02 2.825e-03 1.004e-03 1.549e-02
 54 5.422e-03 1.532e-03 4.382e-02 2.472e-03 7.959e-04 1.387e-02
 55 4.896e-03 1.452e-03 4.671e-02 2.051e-03 7.381e-04 5.615e-03
 56 4.152e-03 1.243e-03 3.840e-02 1.829e-03 6.102e-04 4.858e-03
 57 3.727e-03 1.221e-03 3.708e-02 1.722e-03 5.656e-04 4.549e-03
 58 3.490e-03 1.177e-03 2.533e-02 1.535e-03 5.213e-04 3.383e-03
 59 2.967e-03 9.140e-04 2.250e-02 1.367e-03 4.844e-04 3.262e-03
 60 2.627e-03 8.403e-04 1.598e-02 1.248e-03 4.679e-04 2.851e-03
 61 2.503e-03 8.321e-04 1.560e-02 1.140e-03 5.334e-04 3.944e-03
 62 2.369e-03 8.349e-04 1.489e-02 1.034e-03 5.290e-04 3.561e-03
 63 2.247e-03 7.602e-04 1.105e-02 9.282e-04 4.830e-04 2.562e-03
 64 1.949e-03 7.049e-04 1.054e-02 8.736e-04 4.017e-04 2.111e-03
 65 1.780e-03 6.282e-04 7.395e-03 8.172e-04 3.035e-04 1.672e-03
 66 1.616e-03 6.125e-04 7.172e-03 7.507e-04 2.950e-04 1.601e-03
 67 1.495e-03 5.849e-04 5.512e-03 7.153e-04 2.640e-04 1.643e-03
 68 1.392e-03 5.671e-04 5.403e-03 6.595e-04 2.133e-04 1.568e-03
 69 1.325e-03 5.372e-04 6.782e-03 6.295e-04 1.786e-04 1.549e-03
 70 1.229e-03 4.050e-04 5.707e-03 5.725e-04 1.806e-04 1.476e-03
