 10 1.580e+01 1.671e+00 1.012e+02 1.580e+01 1.671e+00 1.012e+02
 11 1.314e+01 1.419e+00 9.497e+01 1.204e+01 1.467e+00 1.097e+02
 12 8.218e+00 9.864e-01 9.374e+01 7.384e+00 9.675e-01 1.375e+02
 13 5.672e+00 3.317e-01 9.738e+01 4.582e+00 5.763e-01 5.370e+01
 14 3.732e+00 3.451e-01 6.409e+01 1.879e+00 3.022e-01 2.598e+01
 15 2.359e+00 2.152e-01 6.395e+01 1.047e+00 1.186e-01 1.318e+01
 16 1.789e+00 1.512e-01 5.133e+01 6.411e-01 6.986e-02 5.045e+00
 17 1.197e+00 6.352e-02 4.458e+01 3.943e-01 5.315e-02 4.781e+00
 18 9.755e-01 3.329e-02 4.713e+01 2.619e-01 4.036e-02 4.238e+00
 19 7.547e-01 2.052e-02 6.458e+01 1.882e-01 3.185e-02 3.754e+00
 20 6.255e-01 2.208e-02 8.007e+01 1.202e-01 1.646e-02 2.131e+00
 21 5.082e-01 2.338e-02 8.986e+01 8.219e-02 7.923e-03 1.012e+00
 22 4.179e-01 2.187e-02 9.308e+01 5.212e-02 7.098e-03 1.016e+00
 23 3.207e-01 2.227e-02 8.586e+01 3.158e-02 5.804e-03 3.774e-01
 24 2.611e-01 1.492e-02 7.530e+01 2.151e-02 4.162e-03 3.027e-01
 25 2.138e-01 1.130e-02 9.448e+01 1.670e-02 4.160e-03 1.943e-01
 26 1.841e-01 9.139e-03 9.349e+01 1.313e-02 3.903e-03 1.392e-01
 27 1.594e-01 5.940e-03 1.018e+02 1.036e-02 2.940e-03 9.214e-02
 28 1.351e-01 5.371e-03 1.015e+02 8.815e-03 1.998e-03 8.908e-02
 29 1.186e-01 5.571e-03 1.138e+02 7.345e-03 1.955e-03 3.939e-02
 30 1.021e-01 5.043e-03 1.018e+02 6.098e-03 1.893e-03 4.088e-02
 31 8.299e-02 4.026e-03 1.085e+02 4.916e-03 1.874e-03 2.211e-02
 32 6.878e-02 2.442e-03 7.889e+01 4.336e-03 1.746e-03 2.097e-02
 33 5.744e-02 1.800e-03 3.801e+01 3.857e-03 1.481e-03 2.149e-02
 34 4.996e-02 1.637e-03 3.946e+01 3.179e-03 1.252e-03 1.885e-02
 35 4.292e-02 1.509e-03 3.082e+01 2.941e-03 1.145e-03 1.495e-02
 36 3.958e-02 1.418e-03 2.229e+01 2.529e-03 8.926e-04 1.068e-02
 37 3.394e-02 1.117e-03 2.198e+01 2.233e-03 1.009e-03 8.995e-03
 38 3.070e-02 1.172e-03 2.401e+01 1.983e-03 9.152e-04 5.483e-03
 39 2.751e-02 1.044e-03 2.513e+01 1.764e-03 8.486e-04 5.528e-03
 40 2.427e-02 8.077e-04 2.379e+01 1.592e-03 7.157e-04 4.762e-03
 41 2.226e-02 7.741e-04 2.237e+01 1.434e-03 5.297e-04 4.422e-03
 42 1.982e-02 7.584e-04 2.543e+01 1.293e-03 6.168e-04 3.902e-03
 43 1.737e-02 7.401e-04 2.576e+01 1.101e-03 5.568e-04 3.915e-03
 44 1.615e-02 7.919e-04 2.368e+01 9.752e-04 4.757e-04 2.965e-03
 45 1.461e-02 7.810e-04 1.899e+01 8.809e-04 3.615e-04 3.266e-03
 46 1.299e-02 7.837e-04 1.044e+01 8.253e-04 3.472e-04 2.614e-03
 47 1.129e-02 7.143e-04 1.792e+01 7.752e-04 3.377e-04 2.623e-03
 48 1.059e-02 6.610e-04 1.754e+01 7.088e-04 3.725e-04 2.357e-03
 49 9.903e-03 6.566e-04 1.719e+01 6.448e-04 3.054e-04 1.980e-03
 50 9.225e-03 6.000e-04 1.726e+01 6.061e-04 2.841e-04 2.015e-03
 51 8.362e-03 6.022e-04 1.712e+01 5.826e-04 2.413e-04 1.788e-03
 52 7.647e-03 5.746e-04 1.619e+01 5.490e-04 2.483e-04 1.310e-03
 53 7.266e-03 5.266e-04 1.560e+01 5.127e-04 2.256e-04 1.272e-03
 54 6.710e-03 5.011e-04 1.616e+01 4.856e-04 2.252e-04 1.166e-03
 55 6.310e-03 4.945e-04 1.566e+01 4.638e-04 2.218e-04 1.346e-03
 56 5.931e-03 4.919e-04 1.585e+01 4.375e-04 2.460e-04 9.887e-04
 57 5.474e-03 4.059e-04 1.212e+01 4.072e-04 2.466e-04 9.281e-04
 58 4.883e-03 3.823e-04 1.073e+01 3.864e-04 2.372e-04 8.230e-04
 59 4.722e-03 3.801e-04 1.085e+01 3.709e-04 2.189e-04 9.039e-04
 60 4.429e-03 3.894e-04 1.103e+01 3.596e-04 2.105e-04 9.631e-04
 61 4.131e-03 3.758e-04 8.077e+00 3.402e-04 1.866e-04 9.263e-04
 62 3.894e-03 3.622e-04 8.119e+00 3.293e-04 1.689e-04 7.854e-04
 63 3.606e-03 3.971e-04 8.842e+00 3.182e-04 1.564e-04 8.319e-04
 64 3.407e-03 2.977e-04 8.886e+00 3.055e-04 1.375e-04 7.779e-04
 65 3.024e-03 2.819e-04 8.003e+00 2.891e-04 1.193e-04 7.477e-04
 66 2.856e-03 2.912e-04 8.772e+00 2.812e-04 1.108e-04 7.437e-04
 67 2.726e-03 2.852e-04 9.149e+00 2.713e-04 1.064e-04 7.112e-04
 68 2.596e-03 2.854e-04 9.629e+00 2.644e-04 1.038e-04 6.739e-04
 69 2.466e-03 2.862e-04 7.853e+00 2.521e-04 9.485e-05 6.089e-04
 70 2.351e-03 2.753e-04 6.934e+00 2.401e-04 9.547e-05 5.950e-04
