 35 2.120e-03 8.869e-04 1.322e-02 1.247e-03 6.390e-04 2.669e-03 1.101e+01 4.564e+00 7.797e+01
 36 1.836e-03 8.723e-04 1.173e-02 1.123e-03 4.358e-04 1.927e-03 1.100e+01 4.557e+00 7.797e+01
 37 1.601e-03 8.005e-04 5.517e-03 1.003e-03 3.836e-04 2.097e-03 1.099e+01 4.557e+00 7.797e+01
 38 1.483e-03 7.182e-04 5.018e-03 9.266e-04 3.663e-04 1.989e-03 1.111e+01 4.563e+00 7.797e+01
 39 1.303e-03 6.490e-04 3.981e-03 8.695e-04 4.065e-04 1.763e-03 1.176e+01 4.562e+00 7.797e+01
 40 1.178e-03 5.124e-04 3.480e-03 8.015e-04 3.938e-04 1.638e-03 1.174e+01 4.559e+00 7.797e+01
 41 1.052e-03 5.129e-04 2.968e-03 7.577e-04 3.468e-04 1.598e-03 1.175e+01 4.558e+00 7.797e+01
 42 9.673e-04 4.561e-04 2.484e-03 6.983e-04 3.456e-04 1.564e-03 1.180e+01 4.557e+00 7.797e+01
 43 8.927e-04 4.589e-04 2.494e-03 6.455e-04 2.345e-04 1.515e-03 1.181e+01 4.557e+00 7.797e+01
 44 8.181e-04 3.138e-04 2.510e-03 6.144e-04 2.787e-04 1.503e-03 1.182e+01 4.557e+00 7.797e+01
 45 7.861e-04 3.066e-04 2.396e-03 5.614e-04 2.405e-04 1.647e-03 1.180e+01 4.546e+00 7.797e+01
 46 7.133e-04 2.770e-04 2.604e-03 5.332e-04 2.463e-04 1.655e-03 1.179e+01 4.543e+00 7.797e+01
 47 6.805e-04 2.528e-04 2.088e-03 4.940e-04 2.322e-04 1.474e-03 1.181e+01 4.536e+00 7.797e+01
 48 6.399e-04 2.461e-04 1.884e-03 4.634e-04 2.151e-04 1.704e-03 1.181e+01 4.537e+00 7.797e+01
 49 5.921e-04 2.481e-04 1.678e-03 4.608e-04 2.102e-04 1.611e-03 1.185e+01 4.536e+00 7.797e+01
 50 5.402e-04 2.436e-04 1.229e-03 4.267e-04 1.769e-04 1.591e-03 1.188e+01 4.524e+00 7.797e+01
 51 5.324e-04 2.383e-04 1.254e-03 4.065e-04 1.843e-04 1.489e-03 1.188e+01 4.523e+00 7.797e+01
 52 5.040e-04 2.219e-04 1.195e-03 4.025e-04 1.827e-04 1.441e-03 1.241e+01 4.520e+00 7.797e+01
 53 4.850e-04 2.162e-04 1.195e-03 3.895e-04 1.880e-04 1.406e-03 1.243e+01 4.519e+00 7.797e+01
 54 4.530e-04 2.112e-04 1.035e-03 3.808e-04 1.739e-04 1.194e-03 1.247e+01 4.523e+00 7.797e+01
 55 4.299e-04 2.052e-04 9.594e-04 3.788e-04 1.743e-04 1.214e-03 1.248e+01 4.517e+00 7.797e+01
 56 4.166e-04 2.065e-04 1.008e-03 3.583e-04 1.603e-04 1.213e-03 1.249e+01 4.516e+00 7.797e+01
 57 3.910e-04 2.055e-04 9.936e-04 3.458e-04 1.526e-04 1.185e-03 1.253e+01 4.514e+00 7.797e+01
 58 3.689e-04 1.837e-04 9.083e-04 3.379e-04 1.485e-04 1.182e-03 1.255e+01 4.514e+00 7.797e+01
 59 3.543e-04 1.779e-04 8.509e-04 3.240e-04 1.425e-04 1.183e-03 1.255e+01 4.506e+00 7.796e+01
 60 3.398e-04 1.783e-04 8.829e-04 3.143e-04 1.348e-04 1.181e-03 1.254e+01 4.505e+00 7.796e+01
 61 3.226e-04 1.728e-04 8.544e-04 2.999e-04 1.187e-04 7.726e-04 1.254e+01 4.500e+00 7.796e+01
 62 3.042e-04 1.648e-04 8.505e-04 2.893e-04 1.238e-04 7.418e-04 1.253e+01 4.491e+00 7.796e+01
 63 2.877e-04 1.510e-04 8.745e-04 2.817e-04 1.221e-04 7.295e-04 1.255e+01 4.484e+00 7.796e+01
 64 2.747e-04 1.552e-04 8.677e-04 2.745e-04 1.169e-04 7.589e-04 1.254e+01 4.482e+00 7.796e+01
 65 2.622e-04 1.379e-04 8.367e-04 2.651e-04 1.116e-04 8.769e-04 1.254e+01 4.472e+00 7.796e+01
 66 2.508e-04 1.328e-04 7.667e-04 2.611e-04 1.125e-04 8.566e-04 1.258e+01 4.471e+00 7.796e+01
 67 2.430e-04 1.282e-04 7.861e-04 2.550e-04 1.011e-04 8.592e-04 1.258e+01 4.470e+00 7.796e+01
 68 2.340e-04 1.101e-04 7.950e-04 2.521e-04 9.959e-05 8.746e-04 1.256e+01 4.469e+00 7.796e+01
 69 2.269e-04 1.071e-04 8.206e-04 2.436e-04 9.934e-05 8.750e-04 1.255e+01 4.469e+00 7.796e+01
 70 2.128e-04 1.013e-04 8.225e-04 2.382e-04 9.685e-05 8.003e-04 1.254e+01 4.461e+00 7.796e+01
