20 5.707e-01 2.299e-01 1.317e+00
21 4.877e-01 1.394e-01 1.256e+00
22 2.305e-01 7.411e-02 7.694e-01
23 1.401e-01 5.309e-02 7.158e-01
24 1.008e-01 3.720e-02 3.701e-01
25 8.035e-02 2.603e-02 3.271e-01
26 5.618e-02 2.016e-02 2.353e-01
27 4.601e-02 1.703e-02 1.440e-01
28 3.620e-02 1.037e-02 1.368e-01
29 3.003e-02 9.883e-03 1.294e-01
30 2.228e-02 9.068e-03 1.056e-01
31 1.928e-02 5.518e-03 1.002e-01
32 1.619e-02 5.384e-03 8.266e-02
33 1.471e-02 4.488e-03 6.174e-02
34 1.037e-02 3.780e-03 4.033e-02
35 7.884e-03 3.270e-03 3.847e-02
36 6.761e-03 2.372e-03 3.370e-02
37 5.760e-03 1.972e-03 3.306e-02
38 4.890e-03 1.806e-03 3.309e-02
39 4.086e-03 1.734e-03 3.122e-02
40 3.279e-03 1.008e-03 2.424e-02
41 2.826e-03 9.650e-04 1.239e-02
42 2.325e-03 8.791e-04 7.647e-03
43 1.916e-03 6.843e-04 6.956e-03
44 1.654e-03 6.155e-04 6.774e-03
45 1.486e-03 5.377e-04 6.374e-03
46 1.283e-03 3.355e-04 5.918e-03
47 1.178e-03 3.377e-04 5.869e-03
48 1.074e-03 3.236e-04 5.801e-03
49 9.972e-04 2.958e-04 5.788e-03
50 8.942e-04 2.483e-04 5.710e-03
