 0 2.737e+00 2.737e+00 2.737e+00 2.737e+00 2.737e+00 2.737e+00 2.737e+00
 1 2.721e+00 2.753e+00 2.701e+00 4.951e+00 8.850e+00 2.719e+00 4.697e+01
 2 3.077e+00 2.598e+00 6.249e+00 6.637e+00 1.030e+01 2.694e+00 4.767e+01
 3 5.002e+00 4.304e+00 5.645e+00 6.785e+00 1.242e+01 2.788e+00 4.809e+01
 4 5.545e+00 6.339e+00 6.555e+00 5.239e+00 1.296e+01 2.806e+00 4.838e+01
 5 4.892e+00 4.845e+00 5.862e+00 5.038e+00 1.368e+01 2.841e+00 4.865e+01
 6 5.131e+00 5.578e+00 6.603e+00 5.465e+00 1.391e+01 2.860e+00 4.885e+01
 7 7.274e+00 5.678e+00 5.291e+00 4.827e+00 1.400e+01 2.892e+00 4.900e+01
 8 7.913e+00 6.322e+00 5.977e+00 6.028e+00 1.449e+01 2.932e+00 4.915e+01
 9 9.005e+00 5.801e+00 7.258e+00 6.043e+00 1.478e+01 2.985e+00 4.925e+01
10 1.103e+01 6.116e+00 7.828e+00 6.743e+00 1.532e+01 3.053e+00 4.940e+01
11 8.831e+00 7.150e+00 8.130e+00 6.926e+00 1.556e+01 3.137e+00 4.953e+01
12 9.516e+00 7.709e+00 7.465e+00 6.952e+00 1.605e+01 3.240e+00 4.964e+01
13 1.025e+01 9.381e+00 7.510e+00 8.779e+00 1.622e+01 3.362e+00 5.306e+01
14 1.659e+01 9.789e+00 8.022e+00 9.012e+00 1.630e+01 3.503e+00 5.310e+01
15 1.722e+01 1.083e+01 3.135e+00 1.017e+01 1.639e+01 3.661e+00 5.439e+01
16 1.822e+01 3.210e+00 6.038e+00 1.166e+01 1.644e+01 3.837e+00 5.433e+01
17 2.051e+01 1.353e+01 5.658e+00 1.150e+01 1.650e+01 4.041e+00 5.453e+01
18 1.881e+01 1.232e+01 6.551e+00 1.171e+01 1.656e+01 4.233e+00 5.454e+01
19 1.923e+01 1.210e+01 6.591e+00 1.175e+01 1.702e+01 4.237e+00 5.459e+01
20 1.738e+01 3.063e+00 6.465e+00 1.175e+01 1.725e+01 4.220e+00 5.472e+01
21 1.825e+01 1.049e+01 6.958e+00 1.184e+01 1.746e+01 4.223e+00 5.472e+01
22 1.757e+01 1.047e+01 7.371e+00 1.291e+01 1.756e+01 4.164e+00 5.514e+01
23 1.778e+01 2.661e+00 7.360e+00 1.328e+01 1.772e+01 4.176e+00 5.515e+01
24 1.787e+01 1.729e+01 9.718e+00 1.358e+01 1.784e+01 4.167e+00 5.515e+01
25 1.790e+01 2.876e+00 8.952e+00 1.365e+01 1.795e+01 4.169e+00 5.515e+01
26 1.753e+01 1.809e+01 8.470e+00 1.351e+01 1.801e+01 4.159e+00 5.517e+01
27 1.641e+01 2.513e+00 8.821e+00 7.117e+00 1.807e+01 4.160e+00 5.589e+01
28 1.703e+01 1.979e+00 6.228e+00 3.229e+00 1.813e+01 4.131e+00 5.660e+01
29 1.716e+01 2.944e+00 3.730e+00 9.437e-01 1.819e+01 4.132e+00 5.711e+01
30 1.746e+01 3.206e+00 2.482e+00 8.590e-01 1.821e+01 4.134e+00 5.707e+01
31 1.226e+01 1.722e+01 5.711e-01 1.008e-01 1.824e+01 4.133e+00 5.713e+01
32 6.913e+00 2.777e+00 3.685e-01 5.512e-02 1.828e+01 4.129e+00 5.706e+01
33 1.751e+00 6.118e+00 2.983e-01 3.768e-02 1.833e+01 4.129e+00 5.728e+01
34 3.828e-01 1.081e+00 5.146e-02 3.583e-03 1.838e+01 4.117e+00 5.743e+01
35 1.705e-01 4.885e-01 2.275e-02 2.559e-03 1.838e+01 4.105e+00 5.734e+01
36 4.651e-02 2.198e-01 2.170e-02 2.013e-03 1.839e+01 4.106e+00 5.725e+01
37 7.067e-03 6.578e-02 2.202e-03 1.668e-03 1.842e+01 4.107e+00 5.731e+01
38 5.381e-03 2.472e-02 2.216e-03 1.137e-03 1.843e+01 4.103e+00 5.732e+01
39 4.523e-03 9.643e-03 1.993e-03 5.186e-04 1.845e+01 4.103e+00 5.740e+01
40 1.956e-03 3.558e-03 2.094e-03 5.016e-04 1.845e+01 4.102e+00 5.740e+01
41 1.299e-03 1.667e-03 1.143e-02 3.602e-04 1.846e+01 4.102e+00 5.742e+01
42 8.057e-04 1.264e-03 2.897e-03 3.009e-04 1.846e+01 4.106e+00 5.754e+01
43 6.447e-04 1.764e-03 1.948e-03 2.997e-04 1.848e+01 4.095e+00 5.859e+01
44 5.648e-04 7.436e-04 1.156e-03 3.063e-04 1.849e+01 4.087e+00 5.898e+01
45 5.665e-04 5.248e-04 1.154e-03 3.016e-04 1.847e+01 4.088e+00 5.900e+01
46 4.706e-04 3.754e-04 5.079e-04 2.864e-04 1.845e+01 4.090e+00 5.931e+01
47 3.866e-04 3.370e-04 3.899e-04 2.617e-04 1.844e+01 4.090e+00 5.951e+01
48 3.373e-04 3.404e-04 3.070e-04 2.596e-04 1.843e+01 4.086e+00 5.963e+01
49 3.443e-04 2.031e-04 2.218e-04 2.335e-04 1.844e+01 4.081e+00 5.963e+01
50 3.147e-04 1.920e-04 2.154e-04 2.319e-04 1.844e+01 4.080e+00 5.977e+01
